ID,PROGRAMA,SEXO,PUNTAJE SABER 11,ESTRATO,FECHA DE NACIMIENTO,ESTADO A 2022-2,Status.20171,Status.20172,Status.20181,Status.20182,Status.20191,Status.20192,Status.20201,Status.20202,Status.20211,Status.20212,Status.20221,Status.20222,CANTIDAD DE SEMESTRES ACTIVOS EN LA U,Creditos.20171,Creditos.20172,Creditos.20181,Creditos.20182,Creditos.20191,Creditos.20192,Creditos.20201,Creditos.20202,Creditos.20211,Creditos.20212,Creditos.20221,Creditos.20222,Promedio.20171,Promedio.20172,Promedio.20181,Promedio.20182,Promedio.20191,Promedio.20192,Promedio.20201,Promedio.20202,Promedio.20211,Promedio.20212,Promedio.20221,Promedio.20222
-,INGENIERIA AMBIENTAL,M,338,2,3/15/1999,ACTIVO,1,1,1,1,1,1,1,0,1,1,1,1,11,16,18,11,12,9,10,10,0,0,12,16,16,3.24,3.11,3.68,3.6,3.33,3.33,3.75,-,3.75,3.38,3.38,
-,INGENIERIA CIVIL,F,267,2,12/3/1998,ACTIVO,1,1,0,1,1,1,1,0,1,1,1,1,10,13,15,0,20,8,8,11,,0,10,7,10,3.56,3.37,-,3.57,3.35,3.24,3.63,,3.63,3.21,3.21,
-,INGENIERIA AMBIENTAL,M,274,1,2/15/2000,AUSENTE,1,1,1,1,1,1,1,1,1,1,1,0,11,16,18,16,18,13,15,12,16,0,13,14,0,3.16,3.2,3.33,3.81,2.87,3.3,2.93,2.74,3.77,3.24,3.24,-
-,INGENIERIA AMBIENTAL,F,226,2,6/11/1999,DESERTOR,1,1,0,0,1,1,0,0,0,0,0,0,4,16,18,0,0,17,18,,,,,,,3.38,2.48,-,-,2.46,2.7,,,,,,
-,INGENIERIA INDUSTRIAL,F,298,2,,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,15,17,18,17,19,19,14,18,0,12,0,0,3.3,2.92,3.34,3.62,3.6,3.28,4.39,4.13,4.39,0,-,-
-,INGENIERIA CIVIL,M,305,3,10/26/1999,ACTIVO,1,1,1,1,1,1,1,1,0,1,1,1,11,13,18,16,15,14,14,0,16,0,10,7,10,3.68,3.39,2.95,3.25,3.02,3.64,,3.43,-,2.72,2.72,
-,INGENIERIA CIVIL,M,302,2,10/29/1999,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,13,15,16,16,16,16,16,16,0,12,0,0,3.64,3.36,3.36,3.58,3.48,3.95,3.59,3.98,3.59,4.1,-,-
-,INGENIERIA CIVIL,M,371,2,7/2/1999,GRADUADO,1,1,1,1,1,1,1,1,1,0,0,0,9,13,18,16,15,20,21,21,16,0,0,0,0,3.69,3.7,3.3,3.24,3.31,2.51,3.77,3.67,3.77,-,-,-
-,INGENIERIA CIVIL,M,233,2,10/1/1999,GRADUADO,1,1,1,1,1,1,1,1,1,1,1,0,11,13,18,16,16,17,18,20,18,0,21,12,0,3.4,3.27,2.93,3.15,3.02,3.32,3.48,3.59,3.48,3.67,3.67,-
-,INGENIERIA ELECTRICA,M,506,1,3/2/1995,GRADUADO,1,1,1,1,1,1,1,0,0,0,0,0,7,15,15,16,19,14,14,12,0,0,0,0,0,3.92,3.74,3.94,3.9,3.84,3.89,3.9,-,-,-,-,-
-,INGENIERIA INDUSTRIAL,M,284,3,4/13/2000,GRADUADO,1,1,1,1,0,1,1,1,1,1,0,0,9,15,5,5,17,0,,19,18,18,18,,,3.87,3.7,3.68,3.79,-,3.87,3.94,3.74,3.94,1.38,,
-,INGENIERIA AMBIENTAL,F,289,1,1/31/2000,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,3.21,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA AMBIENTAL,F,266,1,5/8/1999,GRADUADO,1,1,1,1,1,1,1,1,1,1,1,0,11,16,18,18,19,9,9,12,20,0,19,12,0,3.49,3.25,3.44,2.91,3.27,3.39,3.98,3.9,3.88,4.28,4.28,-
-,INGENIERIA ELECTRONICA,M,429,3,9/10/1998,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,15,17,17,19,21,21,16,6,0,12,0,0,4.22,3.88,3.72,3.82,4.17,4.43,4.21,3.97,4.21,0,-,-
-,INGENIERIA CIVIL,M,507,2,2/20/1995,ACTIVO,1,1,1,1,0,0,0,1,1,0,0,1,7,13,15,18,15,0,,,12,0,,,10,3.64,3.93,3.41,3.53,-,,,3.43,3.97,4.06,,
-,INGENIERIA CIVIL,F,273,2,11/10/2000,ACTIVO,1,1,1,1,1,1,1,1,1,1,1,1,12,13,15,18,19,16,16,9,16,9,17,20,12,3.68,3.1,3.11,3.08,3.76,3.31,3.3,,4.16,3.52,3.52,
-,INGENIERIA CIVIL,M,332,3,5/1/1995,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,2.13,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA AMBIENTAL,F,384,2,,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,18,18,16,18,21,21,13,15,0,12,0,0,4.09,3.47,3.19,3.28,3.77,3.62,4.35,3.94,3.87,0,-,-
-,INGENIERIA ELECTRICA,M,237,2,3/6/1999,DESERTOR,1,1,1,0,0,0,0,0,0,0,0,0,3,14,15,16,0,0,0,0,0,0,0,0,0,3.91,2.38,0.33,-,-,-,-,-,-,-,-,-
-,INGENIERIA AGROINDUSTRIAL,F,271,1,12/19/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,1,0,11,17,19,13,19,19,19,17,18,11,10,12,0,3.79,2.96,3.23,3.21,3.34,3.48,4.15,4.37,4.45,4.33,4.33,-
-,INGENIERIA ELECTRICA,F,461,3,2/9/1998,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,14,12,15,18,18,18,19,3,0,9,0,0,4.35,4.05,3.78,3.92,3.83,3.84,4.19,4.1,4.2,3.77,-,-
-,INGENIERIA CIVIL,M,375,1,6/5/1996,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,3.32,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA AMBIENTAL,F,263,1,12/28/1998,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,16,18,5,19,19,19,16,21,0,15,0,0,3.88,3.63,3.84,3.62,3.56,3.6,4.44,4.13,4.48,0.76,-,-
-,INGENIERIA DE SISTEMAS,M,333,4,7/17/1999,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,15,16,16,16,20,20,18,15,0,12,0,0,3.87,3.71,3.54,3.51,4.02,3.88,4.27,4.48,4.54,0,-,-
-,INGENIERIA DE SISTEMAS,M,323,4,1/6/2000,DESERTOR,1,1,1,1,1,1,1,1,1,1,0,0,10,15,5,17,16,19,19,15,8,0,12,0,0,3.78,3.61,3.7,3.81,4.02,3.88,4.5,4.43,4.5,4.08,-,-
-,INGENIERIA CIVIL,F,302,2,9/9/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,1,0,11,13,15,18,16,18,18,17,13,0,3,12,0,3.64,3.59,3.36,3.52,3.97,4.22,4.26,4.38,4.42,4.7,4.7,-
-,INGENIERIA INDUSTRIAL,F,408,1,4/24/1997,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,15,18,18,15,19,19,17,16,0,15,0,0,3.8,3.66,3.23,3.55,3.78,3.39,4.11,4.31,4.33,4.6,-,-
-,INGENIERIA INDUSTRIAL,M,290,1,4/18/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,9,21,21,20,20,20,21,17,12,3,0,0,3.22,3.28,3.44,3.54,3.95,3.8,4.11,4.34,4.23,4.2,-,-
-,INGENIERIA INDUSTRIAL,F,254,1,1/10/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,1,0,11,15,10,14,12,15,17,20,19,13,12,12,0,3.55,3.62,3.55,3.33,3.7,3.92,3.9,3.81,3.92,3.73,3.73,-
-,INGENIERIA INDUSTRIAL,M,363,2,6/15/1999,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,15,17,18,17,19,19,18,15,0,12,0,0,3.83,3.74,4.01,3.43,4.38,3.78,4.15,4.44,4.15,0,-,-
-,INGENIERIA CIVIL,M,295,2,12/23/1999,DESERTOR,1,1,1,1,1,1,1,1,1,1,0,0,10,13,20,16,16,15,15,15,18,15,15,0,0,3.25,3.34,3.29,3.25,3.44,3.24,3.58,2.93,3.58,,-,-
-,INGENIERIA CIVIL,M,297,3,10/4/1999,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,3.4,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA ELECTRONICA,M,259,3,10/3/1999,ACTIVO,1,1,1,1,1,1,1,1,1,1,0,1,11,15,5,14,19,18,19,20,19,0,14,0,12,3.13,4.28,3.49,3.39,3.4,3.57,3.93,4.31,4.12,4.07,-,
-,INGENIERIA INDUSTRIAL,M,253,1,6/11/2000,DESERTOR,1,1,1,0,1,0,0,0,0,0,0,0,4,15,20,21,0,11,0,0,0,0,0,0,0,3.12,3.59,2.9,-,3.23,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,M,302,,,DESERTOR,1,1,1,0,0,0,0,0,0,0,0,0,3,13,15,6,0,0,0,0,0,0,0,0,0,3.38,3.45,2.73,-,-,-,-,-,-,-,-,-
-,INGENIERIA DE SISTEMAS,M,239,2,10/24/1999,ACTIVO,1,1,1,1,1,1,1,1,1,1,1,1,12,15,8,16,16,16,16,20,11,16,15,21,15,3.68,2.73,2.24,2.34,2.85,3.4,3.42,3.15,3.42,3.66,3.66,
-,INGENIERIA CIVIL,M,392,2,10/24/1988,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,4.3,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA INDUSTRIAL,M,295,4,1/4/1998,DESERTOR,1,1,0,0,0,0,0,0,0,0,0,0,2,10,13,0,0,0,0,0,0,0,0,0,0,3.53,3.45,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA AMBIENTAL,M,257,3,2/2/2000,AUSENTE,1,1,1,1,1,1,1,1,1,1,1,0,11,5,16,16,16,16,16,15,19,15,16,15,0,3.34,3.59,3.48,3.35,3.42,3.23,3.98,4.15,3.98,4.28,4.28,-
-,INGENIERIA CIVIL,M,376,1,2/2/1996,ACTIVO,1,0,1,1,0,0,1,0,1,0,1,1,7,13,0,15,14,0,,16,,0,,15,20,3.67,-,3.09,3.44,-,,3.64,,3.64,,,
-,INGENIERIA INDUSTRIAL,M,298,2,6/23/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,15,14,15,18,16,16,20,20,20,15,0,0,3.31,3.21,3.21,3.41,3.41,3.58,4.16,4.14,4.19,0.84,-,-
-,INGENIERIA CIVIL,M,255,3,1/13/1998,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,3.08,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA DE SISTEMAS,M,341,3,,GRADUADO,1,1,1,1,1,1,1,1,1,1,1,0,11,5,16,16,16,16,16,17,15,0,9,12,0,3.96,3.43,3.46,3.49,3.68,3.51,3.98,4,4.24,4.1,4.1,-
-,INGENIERIA AMBIENTAL,F,476,3,9/22/1998,DESERTOR,1,1,1,0,0,0,0,0,0,0,0,0,3,16,18,18,0,0,0,0,0,0,0,0,0,3.68,3.83,3.78,-,-,-,-,-,-,-,-,-
-,INGENIERIA ELECTRONICA,M,281,3,9/20/1999,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,13,17,17,18,16,16,17,18,0,12,0,0,3.97,3.55,3.6,3.79,3.68,3.88,4.3,4.06,4.32,3.9,-,-
-,INGENIERIA CIVIL,M,419,1,9/28/1991,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA DE SISTEMAS,M,238,1,6/2/1999,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,2.47,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA INDUSTRIAL,F,333,1,7/14/1999,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,4.31,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,F,301,2,2/19/2000,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,3.25,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA ELECTRONICA,M,340,2,4/26/2000,GRADUADO,1,1,1,1,1,1,1,1,1,0,0,0,9,5,17,17,16,16,16,20,18,10,0,0,0,3.89,3.81,3.58,3.53,4.03,4.26,4.2,4.32,4.58,-,-,-
-,INGENIERIA CIVIL,F,256,1,6/23/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,1,0,11,13,18,5,18,18,18,21,15,17,21,3,0,3.32,2.92,3.07,3.17,3.09,3.53,3.17,2.99,3.17,1.36,3.64,-
-,INGENIERIA DE SISTEMAS,M,305,,,DESERTOR,1,1,1,0,0,0,0,0,0,0,0,0,3,15,16,5,0,0,0,0,0,0,0,0,0,4.1,3.74,3.5,-,-,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,M,292,2,8/11/1999,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,13,15,18,16,14,16,18,20,0,12,0,0,3.82,3.52,3.53,3.73,3.83,3.48,4.43,4.31,4.27,4.7,-,-
-,INGENIERIA CIVIL,F,283,1,6/27/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,13,15,20,16,17,18,19,15,0,12,0,0,3.77,3.51,3.31,3.49,3.61,3.66,4.21,3.99,4.21,0,-,-
-,INGENIERIA AMBIENTAL,F,,3,10/16/1999,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,16,18,18,16,18,18,16,14,0,12,0,0,4.28,4.23,4,4.03,4.3,4.09,4.34,4.34,4.34,0,-,-
-,INGENIERIA INDUSTRIAL,M,266,1,9/11/1999,ACTIVO,1,1,1,1,1,1,1,0,1,1,1,1,11,0,17,18,18,18,18,18,0,0,18,13,9,3.25,3.28,2.95,3.33,3.4,3.06,3.33,-,3.33,3.79,3.79,
-,INGENIERIA CIVIL,F,377,3,,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,13,18,18,16,19,19,20,18,0,12,0,0,4.67,4.35,4.21,4.23,4.34,4.4,4.43,4.37,4.43,0,-,-
-,INGENIERIA AMBIENTAL,M,247,3,,GRADUADO,1,1,1,1,1,1,1,1,1,1,1,0,11,16,18,18,19,19,19,19,10,0,17,12,0,3.27,3.21,3.26,3.3,3.36,3.63,4.09,3.83,3.81,4.11,4.11,-
-,INGENIERIA CIVIL,F,426,3,1/8/1997,GRADUADO,1,1,1,1,1,1,1,1,1,1,1,1,12,13,14,10,9,14,14,14,16,0,13,9,12,3.42,3.33,4.5,3.03,3.2,3.74,3.4,3.67,3.4,3.73,3.73,3.03
-,INGENIERIA ELECTRONICA,M,250,1,4/24/2000,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,3.02,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA INDUSTRIAL,M,283,3,3/17/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,1,0,11,15,17,21,17,19,19,18,12,0,15,12,0,3.77,3.57,3.37,3.31,3.39,3.93,3.94,4.1,3.94,4.4,4.4,-
-,INGENIERIA DE SISTEMAS,M,313,1,,ACTIVO,1,1,0,1,0,1,1,1,1,1,1,1,10,15,15,0,16,0,,17,18,0,18,21,6,3.48,2.76,-,3.84,-,3.81,3.81,3.78,4.07,4.35,4.35,
-,INGENIERIA CIVIL,M,238,2,6/22/2000,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,2.17,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,M,331,2,,ACTIVO,1,1,1,1,1,1,1,1,1,1,1,1,12,13,15,18,16,17,18,13,10,3,16,10,6,3.32,3.91,3.44,3.29,2.97,3.29,3.25,3.57,3.25,2.68,2.68,
-,INGENIERIA CIVIL,M,296,1,11/11/1998,DESERTOR,1,1,1,1,0,0,0,0,0,0,0,0,4,13,15,18,21,0,0,0,0,0,0,0,0,3.75,3.53,3.14,3.22,-,-,-,-,-,-,-,-
-,INGENIERIA INDUSTRIAL,M,301,2,3/20/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,15,21,16,20,21,21,12,18,12,12,0,0,2.91,3.48,3.59,3.21,3.68,3.89,4.28,4.22,3.77,0,-,-
-,INGENIERIA DE SISTEMAS,M,245,2,2/28/1998,ACTIVO,1,1,1,1,1,1,1,1,1,1,1,1,12,15,16,16,10,17,17,17,16,0,19,15,15,3.54,4.08,3.27,4.14,2.98,3.11,3.76,3.78,3.68,3.96,3.96,
-,INGENIERIA DE SISTEMAS,M,232,2,12/21/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,1,0,11,15,17,16,16,19,19,18,19,0,13,12,0,3.42,3.31,3.39,3.31,3.55,3.37,3.83,3.56,3.83,3.65,3.65,-
-,INGENIERIA CIVIL,F,299,1,7/25/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,13,5,18,16,16,18,19,21,12,12,0,0,4.25,3.93,3.61,3.91,3.81,3.98,4.38,4.31,4.43,4.1,-,-
-,INGENIERIA CIVIL,M,297,3,5/10/1991,ACTIVO,1,1,1,1,1,1,1,1,1,1,1,1,12,13,13,4,13,10,12,12,9,0,5,6,6,4.3,3.16,3.7,3.5,2.95,2.85,3.48,3.7,3.44,3.73,3.73,
-,INGENIERIA AMBIENTAL,F,251,1,4/26/1999,GRADUADO,1,1,1,1,1,1,1,0,1,1,0,0,9,16,18,18,19,15,19,19,0,0,15,0,0,4.01,3.57,3.49,3.8,3.64,3.76,4.46,-,3.94,0.76,-,-
-,INGENIERIA AMBIENTAL,F,364,3,4/12/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,0,18,0,16,18,18,15,15,0,12,0,0,4.46,4.13,3.79,4.09,4.34,4.08,4.27,4.06,4.62,0,-,-
-,INGENIERIA DE SISTEMAS,M,296,2,6/26/1998,DESERTOR,1,1,1,1,1,1,1,1,0,0,0,0,8,15,16,10,16,16,16,7,12,0,0,0,0,4.01,2.97,3.2,4.06,3.62,3.25,2.38,0.63,-,-,-,-
-,INGENIERIA CIVIL,M,323,2,12/12/1999,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,13,15,20,16,18,18,21,19,0,12,0,0,3.68,3.15,3.64,3.44,3.68,3.53,4.11,4.23,4.11,0,-,-
-,INGENIERIA CIVIL,M,298,0,5/23/1999,DESERTOR,1,1,1,0,0,0,0,0,0,0,0,0,3,13,5,16,0,0,0,0,0,0,0,0,0,3.25,2.15,2.56,-,-,-,-,-,-,-,-,-
-,INGENIERIA DE SISTEMAS,M,286,1,,DESERTOR,1,1,1,0,1,0,1,0,0,0,0,0,5,15,16,10,0,8,8,11,,,,,,3.85,3.21,3.05,-,3.5,,3.38,,,,,
-,INGENIERIA INDUSTRIAL,M,316,2,4/7/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,15,19,18,18,20,20,12,15,9,12,0,0,3.68,3.43,3.53,3.81,3.92,3.55,3.93,4.14,3.93,0,-,-
-,INGENIERIA CIVIL,M,441,1,7/12/1995,GRADUADO,1,1,1,1,1,1,1,1,1,1,1,0,11,13,10,13,13,12,12,14,10,0,12,12,0,4.23,3.64,3.41,3.71,3.92,3.77,3.52,3.74,3.73,4.05,4.05,-
-,INGENIERIA INDUSTRIAL,M,278,3,4/1/1998,DESERTOR,1,1,1,1,1,0,0,0,0,0,0,0,5,15,17,18,20,3,0,0,0,0,0,0,0,3.78,2.99,3.1,2.93,2.5,-,-,-,-,-,-,-
-,INGENIERIA DE SISTEMAS,M,318,2,4/26/1996,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,3.87,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA ELECTRICA,M,298,2,3/23/1997,ACTIVO,1,1,1,1,1,1,1,1,1,1,1,1,12,14,12,15,18,16,16,3,9,0,14,20,14,3.51,2.6,2.94,3.08,2.96,0.32,3.5,3,2.65,2.99,2.99,
-,INGENIERIA CIVIL,F,377,2,2/17/2000,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA INDUSTRIAL,F,302,2,2/13/2001,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,15,18,18,18,21,21,12,15,6,12,0,0,3.37,3.46,3.63,3.72,3.85,3.75,4.48,4.32,3.9,4.4,-,-
-,INGENIERIA CIVIL,M,345,3,5/21/1996,DESERTOR,1,1,0,0,0,0,0,0,0,0,0,0,2,13,15,0,0,0,0,0,0,0,0,0,0,2.54,1.84,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,M,299,3,2/16/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,13,15,18,16,19,19,21,21,0,12,0,0,3.72,3.39,3.46,3.71,3.86,4.03,4.2,4.1,4.6,0,-,-
-,INGENIERIA INDUSTRIAL,M,310,1,5/2/1999,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,2.71,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA INDUSTRIAL,M,453,1,10/11/1995,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0,0,0,0,0,0,0,0,3.6,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA ELECTRONICA,M,,,1/0/1900,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1.48,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,M,350,1,3/20/1998,ACTIVO,1,1,1,1,1,1,1,0,1,1,1,1,11,5,5,18,15,14,14,20,0,20,13,13,3,3.45,3.44,3.13,3.24,3.61,3.35,3.4,-,3.4,3.27,3.27,
-,INGENIERIA CIVIL,M,406,2,12/21/1997,GRADUADO,1,1,1,1,1,1,1,0,0,0,0,0,7,5,19,19,20,0,18,19,0,0,0,0,0,3.56,4.09,4.15,4.25,4.1,4.24,4.88,-,-,-,-,-
-,INGENIERIA CIVIL,F,364,2,10/1/1998,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,13,18,18,17,18,18,16,18,0,12,0,0,4.15,3.58,3.69,3.51,3.87,3.73,4.14,3.92,4.14,4.4,-,-
-,INGENIERIA ELECTRONICA,M,272,3,12/23/1998,DESERTOR,1,1,1,1,0,0,0,0,0,0,0,0,4,15,17,15,21,0,0,0,0,0,0,0,0,3.58,3.22,2.94,2.63,-,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,M,256,2,9/3/1992,DESERTOR,1,1,1,1,0,0,0,0,0,0,0,0,4,13,15,16,2,0,0,0,0,0,0,0,0,3.55,3.5,,3.5,-,-,-,-,-,-,-,-
-,INGENIERIA DE SISTEMAS,M,299,2,3/5/2000,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,3.55,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,F,261,1,,GRADUADO,1,1,1,1,1,1,1,1,1,1,1,0,11,13,18,18,17,19,20,18,19,0,3,12,0,3.02,3.33,2.89,3.02,3.29,3.26,3.84,3.2,3.84,3.4,3.4,-
-,INGENIERIA INDUSTRIAL,M,266,2,8/14/1998,DESERTOR,1,1,1,0,0,0,0,0,0,0,0,0,3,15,17,11,0,0,0,0,0,0,0,0,0,3.28,3.06,3.5,-,-,-,-,-,-,-,-,-
-,INGENIERIA CIVIL,M,272,2,9/17/1998,ACTIVO,1,1,0,1,1,1,0,1,1,1,1,1,10,5,15,0,11,11,12,,6,0,20,20,16,3.57,3.3,-,3.02,3.18,3.25,,3.7,3.88,3.78,3.78,
-,INGENIERIA CIVIL,M,311,3,,GRADUADO,1,1,1,1,1,1,1,1,1,1,1,0,11,13,15,18,16,18,19,16,15,0,6,12,0,3.61,3.69,3.4,3.12,3.79,3.56,3.97,4.05,3.93,4.05,4.05,-
-,INGENIERIA CIVIL,M,270,1,2/23/1999,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,3.15,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA INDUSTRIAL,F,283,3,2/21/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,15,17,18,17,19,19,12,15,3,12,0,0,3.65,3.53,3.85,3.47,4.02,3.9,4.38,4.36,4.38,0,-,-
-,INGENIERIA INDUSTRIAL,F,307,3,3/3/1999,DESERTOR,1,1,1,0,0,0,0,0,0,0,0,0,3,15,17,18,0,0,0,0,0,0,0,0,0,3.71,3.24,3.18,-,-,-,-,-,-,-,-,-
-,INGENIERIA DE SISTEMAS,M,323,4,7/18/1998,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,15,16,16,15,16,16,20,21,0,15,0,0,4.04,3.31,3.13,3.54,3.58,3.43,3.63,3.8,3.8,0.78,-,-
-,INGENIERIA CIVIL,F,288,4,10/26/2000,GRADUADO,1,1,1,1,1,1,1,1,1,0,0,0,9,13,15,18,18,17,17,12,18,0,0,0,0,4.2,3.49,3.64,3.67,4.16,3.64,4.38,4.23,4.15,-,-,-
-,INGENIERIA INDUSTRIAL,F,404,2,7/1/1997,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,15,17,18,17,19,19,15,13,6,0,0,0,3.92,3.98,3.69,3.52,3.87,4,4.2,4.32,4.2,,-,-
-,INGENIERIA INDUSTRIAL,M,404,4,12/7/1992,DESERTOR,1,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,2.76,-,-,-,-,-,-,-,-,-,-,-
-,INGENIERIA ELECTRICA,M,278,1,12/4/1998,ACTIVO,1,1,1,1,1,1,1,1,1,1,1,1,12,14,18,12,17,19,19,19,16,0,20,9,18,3.16,3.32,3.11,3.53,3.63,3.59,4.03,4.16,4.03,3.81,3.81,
-,INGENIERIA INDUSTRIAL,M,235,2,3/27/2000,GRADUADO,1,1,1,1,1,1,1,1,1,1,0,0,10,15,17,5,17,19,19,16,16,0,9,0,0,3.48,3.45,3.29,3.51,3.54,3.71,3.85,4.02,3.85,3.77,-,-
-,INGENIERIA CIVIL,M,335,1,10/14/1998,GRADUADO,1,1,1,1,1,1,1,1,1,0,1,0,10,4,15,13,20,17,17,21,16,0,0,12,0,3.82,3.31,3.31,3.47,3.13,3.33,3.8,3.99,3.8,-,,-
-,INGENIERIA ELECTRICA,M,373,1,6/10/1991,ACTIVO,1,1,1,1,1,1,0,1,1,1,1,1,11,14,18,18,11,13,18,0,10,0,17,16,13,4.15,3.61,3.17,3,3.58,2.58,-,4.04,,4.16,4.16,
-,INGENIERIA AMBIENTAL,M,351,3,4/24/1996,DESERTOR,1,1,0,1,1,0,0,0,0,0,0,0,4,16,18,0,16,15,0,0,0,0,0,0,0,3.36,2.91,-,3.04,2.73,-,-,-,-,-,-,-
